"title","description","article_datetime","article_epoch","stock_datetime","stock_epoch","stock_close","stock_8ma_close","stock_change"
"Deal by Chinese Tech Company LeEco for Vizio Dies","The ambitious conglomerate, which said unspecified regulatory problems had derailed the American TV acquisition, grew quickly but its cash has dwindled.","2017-04-11T15:24:30+0000","1491924270000","2017-04-11 11:00:00-05:00",1491926400000,"139.21","140775","-0.119872136388"
"Tesla’s Market Surge Has Even Fans Looking for Feet of Clay","Investors have been energized by the electric-car maker’s upbeat outlook for delivering its mass-market model. Now its chief, Elon Musk, must deliver.","2017-04-12T01:01:25+0000","1491958885000","2017-04-12 04:00:00-05:00",1491987600000,"140.07","139.9425","-0.0160780320489"
"Send Some Sass With That Text Message","Apple’s own texting app for iOS 10 includes easy ways to liven up your interactions with other iMessage users.","2017-04-13T16:11:30+0000","1492099890000","2017-04-13 12:00:00-05:00",1492102800000,"140.26","140.16375","0.00891814038936"
"Apple Gets Permit to Test Self-Driving Cars in California","The permit is the clearest signal yet that the company wants to enter an intensely competitive sector by designing or building autonomous vehicle technology.","2017-04-14T22:20:34+0000","1492208434000","2017-04-17 06:00:00-05:00",1492426800000,"139.8","139.66875","-0.00357989886785"
"Vanguard Is Growing Faster Than Everybody Else Combined","Thanks to the power of its index funds, Vanguard is pulling in more money than all of the other fund companies in the business.","2017-04-14T19:30:17+0000","1492198217000","2017-04-17 06:00:00-05:00",1492426800000,"139.8","139.66875","-0.00357989886785"
"Slack, an Upstart in Messaging, Now Faces Giant Tech Rivals","Microsoft and Facebook have rolled out competing tools. But Slack’s chief executive says small tech companies with new ideas have a history of defeating the big guys.","2017-04-16T19:05:19+0000","1492369519000","2017-04-17 06:00:00-05:00",1492426800000,"139.8","139.66875","-0.00357989886785"
"See All the Mac’s Open Windows at Once","Mission Control is one of the many features built into the Mac operating system designed to let you find your stuff faster.","2017-04-17T16:01:41+0000","1492444901000","2017-04-17 12:00:00-05:00",1492448400000,"139.74","139725","0.0331007335838"
"Mark Zuckerberg Sees Augmented Reality Ecosystem in Facebook","Facebook’s chief executive introduced an augmented reality platform that will allow people to digitally manipulate the world around them.","2017-04-18T17:28:36+0000","1492536516000","2017-04-18 13:00:00-05:00",1492538400000,"139.73","139875","-0.0053619302949"
"Silver Lake Raises $15 Billion Fund for New Tech Deals","The firm that has helped buy companies like Dell and Ultimate Fighting Championship is looking for more tech and media.","2017-04-18T01:30:02+0000","1492479002000","2017-04-18 04:00:00-05:00",1492506000000,"139.97","140.0675","-0.00267728059685"
"Apple Faces Inquiry in China Over App Store Content","Chinese authorities said they would meet with the American tech giant over video-streaming apps that they said offered forbidden content.","2017-04-19T16:06:51+0000","1492618011000","2017-04-19 12:00:00-05:00",1492621200000,"139.84","140.03125","-0.0339209997768"
"Why Facebook Keeps Beating Every Rival: It’s the Network, of Course","Facebook’s chief, Mark Zuckerberg, realized early that creating the best new features is not as important as owning the biggest and most engaged network.","2017-04-19T09:00:24+0000","1492592424000","2017-04-19 05:00:00-05:00",1492596000000,"139.79","139.69125","0.0259500863511"
"Starting Up a Business, With Little Ones Close By","Though not plentiful, a new crop of work spaces are aiming to offer child care and entrepreneurship support.","2017-04-19T17:11:25+0000","1492621885000","2017-04-19 13:00:00-05:00",1492624800000,"139.41","139.98375","-0.077687588738"
"Is It Time to Break Up Google?","Let’s face it: The biggest tech companies are monopolies.","2017-04-22T18:30:19+0000","1492885819000","2017-04-24 04:00:00-05:00",1493024400000,"142.32","140.76125","0.15629301388"
"Uber’s C.E.O. Plays With Fire","Travis Kalanick’s drive to win in life has led to a pattern of risk-taking that has at times put his ride-hailing company on the brink of implosion.","2017-04-23T14:37:16+0000","1492958236000","2017-04-24 04:00:00-05:00",1493024400000,"142.32","140.76125","0.15629301388"
"Tech Roundup: Things We’ve Learned About Travis Kalanick","The chief executive of Uber isn’t afraid of a fight or of taking risks. We’ve known that for a while. But did you hear about his gaming skills on the Wii?","2017-04-24T15:43:10+0000","1493048590000","2017-04-24 11:00:00-05:00",1493049600000,"141.95","142.1125","-0.0175916967192"
"Can Facebook Fix Its Own Worst Bug?","Mark Zuckerberg now acknowledges the dangerous side of the social revolution he helped start. But is the most powerful tool for connection in human history capable of adapting to the world it created?","2017-04-25T09:00:08+0000","1493110808000","2017-04-25 05:00:00-05:00",1493114400000,"142.19","142.09625","0.0131952813674"
"American Brandy Is Surging, Even in Whiskey Country","Copper & Kings, in Kentucky, is just one of many distillers, large and small, betting that brandy will be the next big brown liquor.","2017-04-25T17:17:42+0000","1493140662000","2017-04-25 13:00:00-05:00",1493143200000,"143.04","142.60125","0.0683724721908"
"The C.E.O. of H.I.V.","Michael Weinstein’s AIDS Healthcare Foundation treats an enormous number of patients — and makes an enormous amount of money. Is that why so many activists distrust him?","2017-04-26T09:00:12+0000","1493197212000","2017-04-26 05:00:00-05:00",1493200800000,"143.14","142.88375","0.000874837061596"
"The Other Side of Anne of Green Gables","A new Netflix series aims to explore the trauma behind the heroine. Is there a risk to rewriting a beloved book?","2017-04-27T09:00:33+0000","1493283633000","2017-04-27 05:00:00-05:00",1493287200000,"141.99","142125","0.000879507475813"
"Uber Executive Steps Back From Self-Driving Cars During Waymo Legal Fight","Anthony Levandowski, the engineer at the center of litigation over driverless car technology, said he will no longer work on a key part of the technology at Uber.","2017-04-27T23:49:29+0000","1493336969000","2017-04-27 19:00:00-05:00",1493337600000,"142.24","142.1675","0.00791320097771"
"New Balance Court Ruling in China Is Rare Win Against Piracy","Trademark lawyers said the ruling suggested that Chinese court orders protecting intellectual property would be enforced more strictly.","2017-04-27T11:56:31+0000","1493294191000","2017-04-27 07:00:00-05:00",1493294400000,"142.12","142.13875","0.00175884479076"
"Farhad’s and Superior Mike’s Week in Tech: There’s No Flying Car","The so-called flying car is really a hovercraft, people. Also we chat about net neutrality, earnings and Uber.","2017-04-29T13:00:05+0000","1493470805000","2017-05-01 04:00:00-05:00",1493629200000,"142.36","142.12","0.021988460456"
"Apple’s Stock Races Ahead as Investors Bet on New iPhones","Apple’s shares are up nearly 60 percent since last summer. Investors hope new iPhones due in September will prompt many Apple users to upgrade.","2017-04-30T20:30:35+0000","1493584235000","2017-05-01 04:00:00-05:00",1493629200000,"142.36","142.12","0.021988460456"
"Daily Report: A Busy Week Ahead","Financial results will arrive for big tech companies, and Microsoft plans to make a big splash around its Windows software with an event on Tuesday.","2017-05-01T17:13:10+0000","1493658790000","2017-05-01 13:00:00-05:00",1493661600000,"145.28","143.93","0.221461821719"
"Updating Stored Credit Card Information for the App Store","Apple keeps your payment and billing information on file, but visit your account settings if you need to make a change.","2017-05-02T16:34:02+0000","1493742842000","2017-05-02 12:00:00-05:00",1493744400000,"145.75","145.55875","0.0188927151408"
"Customers Waiting on New iPhones Crimp Apple’s Profits","The Silicon Valley giant said sales in its most recent quarter were slowed by expectations for a phone that isn’t due until September.","2017-05-03T00:54:10+0000","1493772850000","2017-05-03 04:00:00-05:00",1493802000000,"143.56","143.98","-0.157139880539"
"Giving the Behemoths a Leg Up on the Little Guy","The new F.C.C. chairman’s plan to slacken net neutrality rules is a boon to tech giants and a bane to competitors and innovators.","2017-05-03T09:00:27+0000","1493802027000","2017-05-03 05:00:00-05:00",1493805600000,"143.49","143.75375","-0.206951123014"
"‘Anne With an E,’ on Netflix, Reimagines a Darker ‘Green Gables’","The new series hews closely to its predecessors before turning somber, in a very 21st-century way.","2017-05-03T14:18:53+0000","1493821133000","2017-05-03 10:00:00-05:00",1493823600000,"144.26","143775","0.109546165884"
"Apple Announces $1 Billion Fund to Create U.S. Jobs in Manufacturing","Apple, joining a growing list of companies that have said recently that they will promote jobs in the U.S., said it would announce the fund’s first investment this month.","2017-05-04T01:40:45+0000","1493862045000","2017-05-04 04:00:00-05:00",1493888400000,"145.14","145.09875","0.00861482266389"
"Moving Your Music Out of iTunes","If you want to use a different jukebox program or just want to put your library in the cloud, pack up your files and go.","2017-05-04T17:12:23+0000","1493917943000","2017-05-04 13:00:00-05:00",1493920800000,"144.73","144.87875","-0.0854162532462"
"Google Agrees to Pay Italy $334 Million in Back Taxes","The move follows a similar deal that Apple struck with Rome in late 2015, and comes as Europe wrestles with how much tax Silicon Valley companies should pay overseas.","2017-05-04T14:39:53+0000","1493908793000","2017-05-04 10:00:00-05:00",1493910000000,"144.57","145.07125","-0.0482521519598"
"Uber and Waymo Duel at Key Hearing Over Driverless Car Technology","A high-stakes dispute between two leaders in the field is coming to a head as a judge considers whether an Uber executive brought stolen trade secrets to the company.","2017-05-04T00:49:33+0000","1493858973000","2017-05-04 04:00:00-05:00",1493888400000,"145.14","145.09875","0.00861482266389"
"The Fabulous Apple Cash Machine","Apple continues to mint money at an almost inconceivable pace. But it hasn’t come out with a technological game changer in years. Investors, take heed.","2017-05-05T21:02:53+0000","1494018173000","2017-05-05 17:00:00-05:00",1494021600000,"147.28","146.93625","0.101234378855"
"At $495, Lonzo Ball’s ZO2 Sneakers Have Tastemakers Saying No Thanks","The price tag for the least expensive model doesn’t go over well as the basketball star and his father try a different business model.","2017-05-05T17:10:34+0000","1494004234000","2017-05-05 13:00:00-05:00",1494007200000,"146.93","145.99875","0.147261534773"
"Trump: Hazardous to Our Health","Our salesman in chief celebrates hawking a shoddy product.","2017-05-06T18:30:43+0000","1494095443000","2017-05-08 04:00:00-05:00",1494234000000,"147.28","147.1925","0.0577475075157"
"Farhad and Mike’s Week in Tech: Uber Under Scrutiny","Mike and Farhad chat about Facebook, Angie’s List and, what else, Uber.","2017-05-06T13:00:06+0000","1494075606000","2017-05-08 04:00:00-05:00",1494234000000,"147.28","147.1925","0.0577475075157"
"Warren Buffett, at Berkshire Meeting, Condemns Republican Health Care Bill","At the annual shareholders meeting of his conglomerate, Warren Buffett criticized the health care overhaul as “a huge tax cut for guys like me.”","2017-05-07T00:09:58+0000","1494115798000","2017-05-08 04:00:00-05:00",1494234000000,"147.28","147.1925","0.0577475075157"
"When Apple Maps Marks Your Spot","After you disconnect your phone from the car’s dashboard, the iOS 10 maps app remembers where you parked and can lead you back to that location.","2017-05-08T16:50:31+0000","1494262231000","2017-05-08 12:00:00-05:00",1494262800000,"150.94","148.63875","0.374229465735"
"Movers: Pandora’s Infusion; Apple Soars; Sinclair to Buy Tribune","We’re following major developments in the markets throughout the day. Check here for the latest updates.","2017-05-08T13:09:41+0000","1494248981000","2017-05-08 09:00:00-05:00",1494252000000,"148.73","147.54","0.183001220008"
"The ‘Frightful Five’ Aren’t So Scary, as Long as They’re Competing","Tech firms are in a race to dominate consumers’ digital lives, and their services increasingly overlap each other. The convergence helps customers.","2017-05-08T18:52:36+0000","1494269556000","2017-05-08 14:00:00-05:00",1494270000000,"151.64","149.69875","0.318138929016"
"Movers: Apple Hits a Market Cap Milestone","We’re following major developments in the markets throughout the day. Check here for the latest updates.","2017-05-09T12:30:04+0000","1494333004000","2017-05-09 08:00:00-05:00",1494334800000,"152.15","151.66125","0.0815963207477"
"Pandora, Digital Music Pioneer, Is Running Out of Options","A flurry of announcements — including a cash infusion from KKR, new board members and widening losses — sets the stage for a sale of the company.","2017-05-09T18:33:30+0000","1494354810000","2017-05-09 14:00:00-05:00",1494356400000,"151.96","152.2125","0.0484519996715"
"A Takeout Addict Tries Clean Eating","Who says healthy, and Instagram-worthy, food can’t come in a package? Our columnist orders in.","2017-05-09T19:04:56+0000","1494356696000","2017-05-09 15:00:00-05:00",1494360000000,"152.21","152.28625","0.00410411314219"
"Daily Report: Too Late to Run From Tech’s Frightful Five","The products and services of Amazon, Apple, Facebook, Google and Microsoft have become essential and inescapable. Which ones would you ditch if you had to?","2017-05-10T16:20:57+0000","1494433257000","2017-05-10 12:00:00-05:00",1494435600000,"151.61","151.37","0.0123868666182"
"Which Tech Giant Would You Drop?","The Big Five tech companies increasingly dominate our lives. Could you ditch them?","2017-05-10T14:27:22+0000","1494426442000","2017-05-10 10:00:00-05:00",1494428400000,"151.12","151.43","-0.0239384534108"
"Tech’s Frightful Five: They’ve Got Us","Amazon, Apple, Microsoft, Facebook and Google dominate our day-to-day activities. Imagining being forced to give up some of them could lead to hard choices.","2017-05-10T14:27:28+0000","1494426448000","2017-05-10 10:00:00-05:00",1494428400000,"151.12","151.43","-0.0239384534108"
"How to Do a Text Search on Mobile","Smartphone and tablet browsers tend to hide the option for searching text under a menu or icon.","2017-05-11T15:24:00+0000","1494516240000","2017-05-11 11:00:00-05:00",1494518400000,"151.47","151.50375","-0.0115508692029"
"Boomerang and Crunchyroll: Of Old Cartoons and Fresh Anime","As a reliable purveyor of Looney Tunes, Boomerang has appeal for families; Crunchyroll’s offerings run from anime to current Japanese television shows.","2017-05-11T21:28:45+0000","1494538125000","2017-05-11 17:00:00-05:00",1494540000000,"152.72","152.12625","0.117501088734"
"Apple Comes to Washington","It feels as if the city itself is getting a brand-new operating system.","2017-05-12T07:21:05+0000","1494573665000","2017-05-12 04:00:00-05:00",1494579600000,"153.29","152.68","0.0810518731988"
"Apple Gives Corning $200 Million to Invent Better Phone Glass","The investment in Corning’s Kentucky plant could also help Apple in Washington as it seeks support for big corporate tax cuts.","2017-05-12T23:54:59+0000","1494633299000","2017-05-12 19:00:00-05:00",1494633600000,"154.9","154.8675","0.0500427785042"
"In Snap Inc.’s Tumble, Start-Ups See a Warning From Wall Street","Snap’s turbulent first few months as a public company are sending a cautionary signal to start-up founders thinking of taking their companies public.","2017-05-12T00:12:55+0000","1494547975000","2017-05-12 04:00:00-05:00",1494579600000,"153.29","152.68","0.0810518731988"
"How Google Took Over the Classroom","The tech giant is transforming public education with low-cost laptops and free apps. But schools may be giving Google more than they are getting.","2017-05-13T09:00:53+0000","1494666053000","2017-05-15 04:00:00-05:00",1494838800000,"155.35","154945","0.0233953983672"
"WinView, a Sports Betting Start-Up, Raises $12 Million","The new investors represent the latest show of support for a company that lets users make free wagers on major games in real time.","2017-05-15T01:00:20+0000","1494810020000","2017-05-15 04:00:00-05:00",1494838800000,"155.35","154945","0.0233953983672"
"Uber Engineer Barred From Work on Key Self-Driving Technology, Judge Says","Uber sidestepped a full shutdown of its self-driving car efforts when a judge stopped short of issuing a temporary injunction against the company’s autonomous vehicle program.","2017-05-15T15:29:09+0000","1494862149000","2017-05-15 11:00:00-05:00",1494864000000,"154.13","154935","-0.105689482686"
"Use Your Phone as a Digital Magnifying Glass","Like other mobile platforms, Apple’s iOS 10 software includes a feature to make reading the fine print easier through your phone.","2017-05-16T16:11:22+0000","1494951082000","2017-05-16 12:00:00-05:00",1494954000000,"154.13","154.4725","-0.0525983589312"
"Google, Not the Government, Is Building the Future","Without greater federal funding of cutting-edge technologies, corporations such as Google will be the ones that own the future.","2017-05-17T09:00:24+0000","1495011624000","2017-05-17 05:00:00-05:00",1495015200000,"153.59","153.93625","-0.036541100618"
"How Uber and Waymo Ended Up Rivals in the Race for Driverless Cars","Google was an early ally of Uber when it was a ride-hailing start-up. That relationship changed when both pursued self-driving technology in earnest.","2017-05-17T09:00:30+0000","1495011630000","2017-05-17 05:00:00-05:00",1495015200000,"153.59","153.93625","-0.036541100618"
"Google Wants to Be Everywhere With Everyone","At the company’s annual conference for software developers, the internet giant offered a vision of life in which you’ll never be alone.","2017-05-18T00:51:49+0000","1495068709000","2017-05-18 04:00:00-05:00",1495098000000,"149.52","149.4875","-0.103687599298"
"E.U. Fines Facebook $122 Million Over Disclosures in WhatsApp Deal","The penalty is one of the largest fines against the social network and comes amid growing scrutiny of how the company gathers users’ information.","2017-05-18T07:26:38+0000","1495092398000","2017-05-18 04:00:00-05:00",1495098000000,"149.52","149.4875","-0.103687599298"
"In the Stock Market, International Is Actually First","The Trump administration’s slogan is “America First,” but in the stock market, companies with big international operations are outperforming.","2017-05-19T17:03:07+0000","1495213387000","2017-05-19 13:00:00-05:00",1495216800000,"152.43","152415","0.00328051700948"
"Daily Report: Europe Gets Tough on Facebook","The European Union’s antitrust chief fined the social media company about $122 million for providing misleading statements in its WhatsApp acquisition.","2017-05-19T15:50:42+0000","1495209042000","2017-05-19 11:00:00-05:00",1495209600000,"152.4","152.28625","0.0804406175869"
"Farhad’s and Mike’s Week in Tech: Caring About Tech News","In a tide of breaking news, why pay attention to the tech industry?","2017-05-20T13:00:06+0000","1495285206000","2017-05-22 05:00:00-05:00",1495447200000,"152.23","152.0175","-0.0123341062707"
"Technology as a Teaching Tool","Chromebooks and Google apps are in classrooms everywhere. Are they an educational boon — or a marketing bonanza?","2017-05-20T18:30:02+0000","1495305002000","2017-05-22 05:00:00-05:00",1495447200000,"152.23","152.0175","-0.0123341062707"
"Networks Offer Taste of TV’s Ad Future. Marketers Are Hungry for More.","At this year’s presentations of coming fall lineups, there were signs that the networks were doing more to embrace viewers’ shift to digital platforms.","2017-05-21T19:00:40+0000","1495393240000","2017-05-22 05:00:00-05:00",1495447200000,"152.23","152.0175","-0.0123341062707"
"How to Make It Known There’s a Problem With an App","Online app stores typically post the website and contact information for the software’s developers, in case you need to report bugs or find answers.","2017-05-22T16:35:05+0000","1495470905000","2017-05-22 12:00:00-05:00",1495472400000,"152.83","152.47","0.0401718370827"
"Apple Settles Legal Dispute With Nokia","The iPhone maker has agreed to a new licensing deal with the Finnish telecommunications company, ending a six-month battle over technology patents.","2017-05-23T09:22:33+0000","1495531353000","2017-05-23 05:00:00-05:00",1495533600000,"153.25","152.86875","0.0343431865571"
"As C.E.O. Pay Packages Grow, Top Executives Have the President’s Ear","The top 200 chief executives, who make more than last year, are holding meetings with President Trump, who is considering rolling back Dodd-Frank regulations.","2017-05-26T09:00:39+0000","1495789239000","2017-05-26 05:00:00-05:00",1495792800000,"152.69","152.72","-0.0237362493452"
"The End of the Road for Some Apps","As Apple moves to update its iOS software this year, apps that have not kept pace with the changes will be sidelined.","2017-05-30T15:26:59+0000","1496158019000","2017-05-30 11:00:00-05:00",1496160000000,"152.74","152.33875","0.0795923558517"
"A Price Amazon Is Content to Keep High: $1,000 a Share","As big tech companies continue to assert their influence, a handful of businesses are dominating both in sales and on Wall Street.","2017-05-30T20:38:24+0000","1496176704000","2017-05-30 16:00:00-05:00",1496178000000,"152.48","152.74","-0.0155492994631"
"Planning a Trip With the Help of Google Home","The smart speaker has learned a few new tricks, including some enhancements for travelers.","2017-05-31T10:00:19+0000","1496224819000","2017-05-31 06:00:00-05:00",1496228400000,"152.74","152.53875","0.0262228450148"
"‘Climate Change Is Real’: Many U.S. Companies Lament Paris Accord Exit","Several large corporations quickly expressed dismay with President Trump’s decision and said they would continue their environmental efforts.","2017-06-01T22:02:42+0000","1496354562000","2017-06-01 18:00:00-05:00",1496358000000,"152.0","151.87875","0.0222216735389"
"Apple Piles On the Features, and Users Say, ‘Enough!’","The company will show off new features for the iPhone and other products on Monday, but customers are still struggling to get comfortable with the last round of improvements.","2017-06-03T01:53:21+0000","1496454801000","2017-06-05 04:00:00-05:00",1496653200000,"152.71","153.95125","-0.0730750805856"
"Farhad’s and Mike’s Week in Tech: Techies Versus Trump Again","This time, they’re squared off over climate change. Also, there was more Uber news.","2017-06-03T13:00:05+0000","1496494805000","2017-06-05 04:00:00-05:00",1496653200000,"152.71","153.95125","-0.0730750805856"
"How G.O.P. Leaders Came to View Climate Change as Fake Science","The party’s fast journey from debating how to combat climate change to arguing against its existence is a story of big political money and Democratic hubris.","2017-06-03T17:51:03+0000","1496512263000","2017-06-05 04:00:00-05:00",1496653200000,"152.71","153.95125","-0.0730750805856"
"HomePod Speaker and New iMacs: What We Saw at Apple’s WWDC","Apple held its annual developer conference, where it announced the brand new HomePod speaker, other hardware and updates to its operating systems.","2017-06-05T14:37:53+0000","1496673473000","2017-06-05 10:00:00-05:00",1496674800000,"152.64","153.09125","-0.124108987287"
"Apple’s W.W.D.C., and Energy Ministers Meeting: The Week Ahead","The technology company will show off new software and hardware on Monday, and delegations from over two dozen countries will discuss clean energy investments.","2017-06-05T01:00:04+0000","1496624404000","2017-06-05 04:00:00-05:00",1496653200000,"152.71","153.95125","-0.0730750805856"
"Q&A: What Apple Announced at WWDC","At Apple’s annual conference for software developers this week, the iPhone maker announced brand-new iPads and MacBooks along with a smart speaker featuring its voice assistant Siri.","2017-06-06T17:15:09+0000","1496769309000","2017-06-06 13:00:00-05:00",1496772000000,"153.63","153.05125","0.140475821008"
"Apple Needs to Reinvent Itself. It Just Might Be Doing So.","With the announcement of HomePod, a new home assistant, the company seems to be finally embracing the technologies it has long put on the back burner.","2017-06-06T09:00:36+0000","1496739636000","2017-06-06 05:00:00-05:00",1496743200000,"152.94","152.76875","0.0163646033629"
"Uber Fires 20 Amid Investigation Into Workplace Culture","The company was said to have disclosed the move at an all-hands meeting at its San Francisco headquarters on Tuesday.","2017-06-06T17:56:55+0000","1496771815000","2017-06-06 13:00:00-05:00",1496772000000,"153.63","153.05125","0.140475821008"
"Five Big Tech Stocks Build Market Euphoria, and Jitters","For investors in highflying shares like Amazon’s, there is an awareness that the conflicting sentiments of greed and fear must be balanced.","2017-06-07T17:07:10+0000","1496855230000","2017-06-07 13:00:00-05:00",1496858400000,"154.06","153965","0.0584548436333"
"What You Get (and What You Don’t) From a $50 Amazon Fire","The newest versions of Amazon’s tablets, starting at $50, are unabashedly slow and unflashy, but just capable enough to be worth the cheap price.","2017-06-07T01:00:16+0000","1496797216000","2017-06-07 05:00:00-05:00",1496829600000,"153.58","153.5325","-0.00895575855274"
"Why Car Companies Are Hiring Computer Security Experts","Researchers have proved a car can be remotely hacked. Now imagine if that car was being driven entirely by a computer.","2017-06-07T15:34:41+0000","1496849681000","2017-06-07 11:00:00-05:00",1496851200000,"154.29","153.85875","0.0300600388343"
"Pandora Extends Deadline for KKR Deal to Explore Its Options","The company, which has struggled as a leader in streaming music, is exploring investments from the private equity firm as well as an unnamed “strategic investor.”","2017-06-08T16:38:18+0000","1496939898000","2017-06-08 12:00:00-05:00",1496941200000,"153.92","154.25625","-0.0753616141972"
"The Bounty Hunter of Wall Street","Andrew Left sniffs out corporate fraud — and gets rich doing it.","2017-06-08T09:00:08+0000","1496912408000","2017-06-08 05:00:00-05:00",1496916000000,"154.66","154.34125","0.0372551084043"
"Apple Customer Data in China Was Sold Illegally, Police Say","The reported security breach highlights rising worries about cybertheft in a country where few expect the central government to respect their privacy.","2017-06-09T11:55:38+0000","1497009338000","2017-06-09 07:00:00-05:00",1497009600000,"154.0","153.8575","0.017873681816"
"Pandora, Faded Star of Online Music, Gets Cash Infusion From Sirius XM","Once a pioneer in the streaming music business, Pandora is facing stiff competition from Spotify and Apple Music, among others. Now it has turned to the satellite radio provider for help.","2017-06-09T23:50:50+0000","1497052250000","2017-06-09 19:00:00-05:00",1497052800000,"147.86","148.07375","-0.504816012291"
"Taylor Swift Returns Her Music Catalog to Streaming Services","The pop star’s music will be available on all major streaming services, including the paid and free tiers of Spotify, Amazon and Google Play.","2017-06-09T01:30:37+0000","1496971837000","2017-06-09 04:00:00-05:00",1496998800000,"153.85","153.72","0.0382188394483"
"Farhad’s and Mike’s Week in Tech: More Ugly News for Uber","Mike and Farhad discuss Uber, Apple and the week’s biggest tech news: Taylor Swift is back on Spotify.","2017-06-10T13:00:04+0000","1497099604000","2017-06-12 04:00:00-05:00",1497258000000,"144.23","147.32625","-0.335140546915"
"New iPad Pro Inches Toward Replacing PC, but Falls Short","Apple’s newest tablet is faster, with a brighter screen and a higher refresh rate, but keyboard typing is still uncomfortable.","2017-06-12T11:01:27+0000","1497265287000","2017-06-12 07:00:00-05:00",1497268800000,"144.61","146.23125","-0.211138180109"
"All the Ways Apple’s iOS 11 Will Change Your iPhone","Apple debuted its new operating system last week. It will bring some big changes to your iPhone.","2017-06-12T09:45:23+0000","1497260723000","2017-06-12 05:00:00-05:00",1497261600000,"144.64","146.8325","-0.131953075784"
"A Slump in Tech Stocks That Leaves Some Investors Mystified","Shares of Netflix, Apple and other giant technology companies that have powered a market rally have taken an uncharacteristic pause.","2017-06-12T20:13:37+0000","1497298417000","2017-06-12 16:00:00-05:00",1497301200000,"144.32","143.3825","0.163897267798"
"A Top Uber Executive Departs, Fraying the Company’s ‘A-Team’","The exit of Emil Michael, a senior vice president, comes after a series of scandals at the company led to an inquiry that recommended his exit.","2017-06-12T16:18:34+0000","1497284314000","2017-06-12 12:00:00-05:00",1497286800000,"142.6","144.0575","-0.19089599639"
"What’s in Your Warm-Weather Wardrobe?","We asked The New York Times audience on Facebook, “What’s in your warm-weather wardrobe?” The artist Josh Cochran illustrated their answers.","2017-06-13T10:00:05+0000","1497348005000","2017-06-13 06:00:00-05:00",1497351600000,"145.35","144.80375","0.135528258073"
"It’s the Same Old Song — Until You Take It Off Repeat","If you are wondering why the iPhone or iPod only plays one track, make sure the device isn’t set to play that tune on a loop.","2017-06-15T15:50:35+0000","1497541835000","2017-06-15 11:00:00-05:00",1497542400000,"142.02","142345","0.0114159260951"
"Apple, Moving In on Prestige TV, Poaches Two Sony Executives","The company’s hiring of two respected leaders, who cultivated shows like “Breaking Bad” at Sony, signaled to Hollywood that Apple is serious about original programming.","2017-06-16T12:30:22+0000","1497616222000","2017-06-16 08:00:00-05:00",1497618000000,"142.85","143305","0.00523359268692"
"Whole Foods Deal Shows Amazon’s Prodigious Tolerance for Risk","A longtime approach of making bold — and sometimes head-scratching — moves has brought Jeff Bezos staggering success.","2017-06-17T16:18:22+0000","1497716302000","2017-06-19 04:00:00-05:00",1497862800000,"142.7","141.67375","0.0388215883323"
"In Whole Foods, Bezos Gets a Sustainably Sourced Guinea Pig","By purchasing the upscale chain, Jeff Bezos, Amazon’s chief, has a chance to tinker with how people buy groceries — and map the future of the physical store.","2017-06-17T09:00:25+0000","1497690025000","2017-06-19 04:00:00-05:00",1497862800000,"142.7","141.67375","0.0388215883323"
"As Uber Leaders Step Aside, Arianna Huffington’s Influence Grows","In the 14 months since she joined the board, Ms. Huffington has been a public voice for the start-up and a confidante to its chief executive.","2017-06-17T20:27:11+0000","1497731231000","2017-06-19 04:00:00-05:00",1497862800000,"142.7","141.67375","0.0388215883323"
"The Decline of the Baronial C.E.O.","Corporate giants once had all-powerful chiefs with domains to match. But activist investors and technological change are remaking the executive suite.","2017-06-17T09:00:28+0000","1497690028000","2017-06-19 04:00:00-05:00",1497862800000,"142.7","141.67375","0.0388215883323"
"Can Amazon Be the Next Apple?","To understand why Jeff Bezos bought Whole Foods, look at the profit margins Apple generates at its stores.","2017-06-20T15:24:13+0000","1497972253000","2017-06-20 11:00:00-05:00",1497974400000,"144.34","145.37375","-0.171970524252"
"Tech Titans Make Pilgrimage to White House to Discuss Government Systems","Timothy Cook, Jeff Bezos and Eric Schmidt were among 18 tech executives at a forum held by an administration they have had conflicts with.","2017-06-20T00:53:04+0000","1497919984000","2017-06-20 04:00:00-05:00",1497949200000,"146.19","145.45625","0.0472650711124"
"Uber’s Lesson: Silicon Valley’s Start-Up Machine Needs Fixing","Travis Kalanick, who stepped down as Uber’s C.E.O., had many enablers who turned a blind eye to the company’s faults because it was growing quickly.","2017-06-21T19:36:53+0000","1498073813000","2017-06-21 15:00:00-05:00",1498075200000,"144.78","144.4125","0.0415476499611"
"How Battling Brands Online Has Gained Urgency, and Impact","In a nation where politics have grown pitched, such campaigns suddenly feel like the most effective political action many of us can take.","2017-06-21T09:00:37+0000","1498035637000","2017-06-21 05:00:00-05:00",1498039200000,"143.46","143.90875","-0.0686198719675"
"The Man Who Helped Turn Toronto Into a High-Tech Hotbed","Geoffrey Hinton, a scientist at the heart of artificial intelligence’s recent breakthroughs, has helped make Toronto a leading research location.","2017-06-23T14:50:51+0000","1498229451000","2017-06-23 10:00:00-05:00",1498230000000,"145.02","144565","0.10462421748"
