"pub_date","pub_date_epoch","snippet","headline.main"
"2017-05-11T21:28:45+0000","1494538125000","As a reliable purveyor of Looney Tunes, Boomerang has appeal for families; Crunchyroll’s offerings run from anime to current Japanese television shows.","Boomerang and Crunchyroll: Of Old Cartoons and Fresh Anime"
"2017-05-12T07:21:05+0000","1494573665000","It feels as if the city itself is getting a brand-new operating system.","Apple Comes to Washington"
"2017-05-12T23:54:59+0000","1494633299000","The investment in Corning’s Kentucky plant could also help Apple in Washington as it seeks support for big corporate tax cuts.","Apple Gives Corning $200 Million to Invent Better Phone Glass"
"2017-05-12T00:12:55+0000","1494547975000","Snap’s turbulent first few months as a public company are sending a cautionary signal to start-up founders thinking of taking their companies public.","In Snap Inc.’s Tumble, Start-Ups See a Warning From Wall Street"
"2017-05-13T09:00:53+0000","1494666053000","The tech giant is transforming public education with low-cost laptops and free apps. But schools may be giving Google more than they are getting.","How Google Took Over the Classroom"
"2017-05-15T01:00:20+0000","1494810020000","The new investors represent the latest show of support for a company that lets users make free wagers on major games in real time.","WinView, a Sports Betting Start-Up, Raises $12 Million"
"2017-05-15T15:29:09+0000","1494862149000","Uber sidestepped a full shutdown of its self-driving car efforts when a judge stopped short of issuing a temporary injunction against the company’s autonomous vehicle program.","Uber Engineer Barred From Work on Key Self-Driving Technology, Judge Says"
"2017-05-16T16:11:22+0000","1494951082000","Like other mobile platforms, Apple’s iOS 10 software includes a feature to make reading the fine print easier through your phone.","Use Your Phone as a Digital Magnifying Glass"
"2017-05-17T09:00:24+0000","1495011624000","Without greater federal funding of cutting-edge technologies, corporations such as Google will be the ones that own the future.","Google, Not the Government, Is Building the Future"
"2017-05-17T09:00:30+0000","1495011630000","Google was an early ally of Uber when it was a ride-hailing start-up. That relationship changed when both pursued self-driving technology in earnest.","How Uber and Waymo Ended Up Rivals in the Race for Driverless Cars"
"2017-05-18T00:51:49+0000","1495068709000","At the company’s annual conference for software developers, the internet giant offered a vision of life in which you’ll never be alone.","Google Wants to Be Everywhere With Everyone"
"2017-05-18T07:26:38+0000","1495092398000","The penalty is one of the largest fines against the social network and comes amid growing scrutiny of how the company gathers users’ information.","E.U. Fines Facebook $122 Million Over Disclosures in WhatsApp Deal"
"2017-05-19T17:03:07+0000","1495213387000","The Trump administration’s slogan is “America First,” but in the stock market, companies with big international operations are outperforming.","In the Stock Market, International Is Actually First"
"2017-05-19T15:50:42+0000","1495209042000","The European Union’s antitrust chief fined the social media company about $122 million for providing misleading statements in its WhatsApp acquisition.","Daily Report: Europe Gets Tough on Facebook"
"2017-05-20T13:00:06+0000","1495285206000","In a tide of breaking news, why pay attention to the tech industry?","Farhad’s and Mike’s Week in Tech: Caring About Tech News"
"2017-05-20T18:30:02+0000","1495305002000","Chromebooks and Google apps are in classrooms everywhere. Are they an educational boon — or a marketing bonanza?","Technology as a Teaching Tool"
"2017-05-21T19:00:40+0000","1495393240000","At this year’s presentations of coming fall lineups, there were signs that the networks were doing more to embrace viewers’ shift to digital platforms.","Networks Offer Taste of TV’s Ad Future. Marketers Are Hungry for More."
"2017-05-22T16:35:05+0000","1495470905000","Online app stores typically post the website and contact information for the software’s developers, in case you need to report bugs or find answers.","How to Make It Known There’s a Problem With an App"
"2017-05-23T09:22:33+0000","1495531353000","The iPhone maker has agreed to a new licensing deal with the Finnish telecommunications company, ending a six-month battle over technology patents.","Apple Settles Legal Dispute With Nokia"
"2017-05-26T09:00:39+0000","1495789239000","The top 200 chief executives, who make more than last year, are holding meetings with President Trump, who is considering rolling back Dodd-Frank regulations.","As C.E.O. Pay Packages Grow, Top Executives Have the President’s Ear"
"2017-05-30T15:26:59+0000","1496158019000","As Apple moves to update its iOS software this year, apps that have not kept pace with the changes will be sidelined.","The End of the Road for Some Apps"
"2017-05-30T20:38:24+0000","1496176704000","As big tech companies continue to assert their influence, a handful of businesses are dominating both in sales and on Wall Street.","A Price Amazon Is Content to Keep High: $1,000 a Share"
"2017-05-31T10:00:19+0000","1496224819000","The smart speaker has learned a few new tricks, including some enhancements for travelers.","Planning a Trip With the Help of Google Home"
"2017-06-01T22:02:42+0000","1496354562000","Several large corporations quickly expressed dismay with President Trump’s decision and said they would continue their environmental efforts.","‘Climate Change Is Real’: Many U.S. Companies Lament Paris Accord Exit"
"2017-06-03T01:53:21+0000","1496454801000","The company will show off new features for the iPhone and other products on Monday, but customers are still struggling to get comfortable with the last round of improvements.","Apple Piles On the Features, and Users Say, ‘Enough!’"
"2017-06-03T13:00:05+0000","1496494805000","This time, they’re squared off over climate change. Also, there was more Uber news.","Farhad’s and Mike’s Week in Tech: Techies Versus Trump Again"
"2017-06-03T17:51:03+0000","1496512263000","The party’s fast journey from debating how to combat climate change to arguing against its existence is a story of big political money and Democratic hubris.","How G.O.P. Leaders Came to View Climate Change as Fake Science"
"2017-06-05T14:37:53+0000","1496673473000","Apple held its annual developer conference, where it announced the brand new HomePod speaker, other hardware and updates to its operating systems.","HomePod Speaker and New iMacs: What We Saw at Apple’s WWDC"
"2017-06-05T01:00:04+0000","1496624404000","The technology company will show off new software and hardware on Monday, and delegations from over two dozen countries will discuss clean energy investments.","Apple’s W.W.D.C., and Energy Ministers Meeting: The Week Ahead"
"2017-06-06T17:15:09+0000","1496769309000","At Apple’s annual conference for software developers this week, the iPhone maker announced brand-new iPads and MacBooks along with a smart speaker featuring its voice assistant Siri.","Q&A: What Apple Announced at WWDC"
"2017-06-06T09:00:36+0000","1496739636000","With the announcement of HomePod, a new home assistant, the company seems to be finally embracing the technologies it has long put on the back burner.","Apple Needs to Reinvent Itself. It Just Might Be Doing So."
"2017-06-06T17:56:55+0000","1496771815000","The company was said to have disclosed the move at an all-hands meeting at its San Francisco headquarters on Tuesday.","Uber Fires 20 Amid Investigation Into Workplace Culture"
"2017-06-07T17:07:10+0000","1496855230000","For investors in highflying shares like Amazon’s, there is an awareness that the conflicting sentiments of greed and fear must be balanced.","Five Big Tech Stocks Build Market Euphoria, and Jitters"
"2017-06-07T01:00:16+0000","1496797216000","The newest versions of Amazon’s tablets, starting at $50, are unabashedly slow and unflashy, but just capable enough to be worth the cheap price.","What You Get (and What You Don’t) From a $50 Amazon Fire"
"2017-06-07T15:34:41+0000","1496849681000","Researchers have proved a car can be remotely hacked. Now imagine if that car was being driven entirely by a computer.","Why Car Companies Are Hiring Computer Security Experts"
"2017-06-08T16:38:18+0000","1496939898000","The company, which has struggled as a leader in streaming music, is exploring investments from the private equity firm as well as an unnamed “strategic investor.”","Pandora Extends Deadline for KKR Deal to Explore Its Options"
"2017-06-08T09:00:08+0000","1496912408000","Andrew Left sniffs out corporate fraud — and gets rich doing it.","The Bounty Hunter of Wall Street"
"2017-06-09T11:55:38+0000","1497009338000","The reported security breach highlights rising worries about cybertheft in a country where few expect the central government to respect their privacy.","Apple Customer Data in China Was Sold Illegally, Police Say"
"2017-06-09T23:50:50+0000","1497052250000","Once a pioneer in the streaming music business, Pandora is facing stiff competition from Spotify and Apple Music, among others. Now it has turned to the satellite radio provider for help.","Pandora, Faded Star of Online Music, Gets Cash Infusion From Sirius XM"
"2017-06-09T01:30:37+0000","1496971837000","The pop star’s music will be available on all major streaming services, including the paid and free tiers of Spotify, Amazon and Google Play.","Taylor Swift Returns Her Music Catalog to Streaming Services"
"2017-06-10T13:00:04+0000","1497099604000","Mike and Farhad discuss Uber, Apple and the week’s biggest tech news: Taylor Swift is back on Spotify.","Farhad’s and Mike’s Week in Tech: More Ugly News for Uber"
"2017-06-12T11:01:27+0000","1497265287000","Apple’s newest tablet is faster, with a brighter screen and a higher refresh rate, but keyboard typing is still uncomfortable.","New iPad Pro Inches Toward Replacing PC, but Falls Short"
"2017-06-12T09:45:23+0000","1497260723000","Apple debuted its new operating system last week. It will bring some big changes to your iPhone.","All the Ways Apple’s iOS 11 Will Change Your iPhone"
"2017-06-12T20:13:37+0000","1497298417000","Shares of Netflix, Apple and other giant technology companies that have powered a market rally have taken an uncharacteristic pause.","A Slump in Tech Stocks That Leaves Some Investors Mystified"
"2017-06-12T16:18:34+0000","1497284314000","The exit of Emil Michael, a senior vice president, comes after a series of scandals at the company led to an inquiry that recommended his exit.","A Top Uber Executive Departs, Fraying the Company’s ‘A-Team’"
"2017-06-13T10:00:05+0000","1497348005000","We asked The New York Times audience on Facebook, “What’s in your warm-weather wardrobe?” The artist Josh Cochran illustrated their answers.","What’s in Your Warm-Weather Wardrobe?"
"2017-06-15T15:50:35+0000","1497541835000","If you are wondering why the iPhone or iPod only plays one track, make sure the device isn’t set to play that tune on a loop.","It’s the Same Old Song — Until You Take It Off Repeat"
"2017-06-16T12:30:22+0000","1497616222000","The company’s hiring of two respected leaders, who cultivated shows like “Breaking Bad” at Sony, signaled to Hollywood that Apple is serious about original programming.","Apple, Moving In on Prestige TV, Poaches Two Sony Executives"
"2017-06-17T16:18:22+0000","1497716302000","A longtime approach of making bold — and sometimes head-scratching — moves has brought Jeff Bezos staggering success.","Whole Foods Deal Shows Amazon’s Prodigious Tolerance for Risk"
"2017-06-17T09:00:25+0000","1497690025000","By purchasing the upscale chain, Jeff Bezos, Amazon’s chief, has a chance to tinker with how people buy groceries — and map the future of the physical store.","In Whole Foods, Bezos Gets a Sustainably Sourced Guinea Pig"
"2017-06-17T20:27:11+0000","1497731231000","In the 14 months since she joined the board, Ms. Huffington has been a public voice for the start-up and a confidante to its chief executive.","As Uber Leaders Step Aside, Arianna Huffington’s Influence Grows"
"2017-06-17T09:00:28+0000","1497690028000","Corporate giants once had all-powerful chiefs with domains to match. But activist investors and technological change are remaking the executive suite.","The Decline of the Baronial C.E.O."
"2017-06-20T15:24:13+0000","1497972253000","To understand why Jeff Bezos bought Whole Foods, look at the profit margins Apple generates at its stores.","Can Amazon Be the Next Apple?"
"2017-06-20T00:53:04+0000","1497919984000","Timothy Cook, Jeff Bezos and Eric Schmidt were among 18 tech executives at a forum held by an administration they have had conflicts with.","Tech Titans Make Pilgrimage to White House to Discuss Government Systems"
"2017-06-21T19:36:53+0000","1498073813000","Travis Kalanick, who stepped down as Uber’s C.E.O., had many enablers who turned a blind eye to the company’s faults because it was growing quickly.","Uber’s Lesson: Silicon Valley’s Start-Up Machine Needs Fixing"
"2017-06-21T09:00:37+0000","1498035637000","In a nation where politics have grown pitched, such campaigns suddenly feel like the most effective political action many of us can take.","How Battling Brands Online Has Gained Urgency, and Impact"
"2017-06-23T14:50:51+0000","1498229451000","Geoffrey Hinton, a scientist at the heart of artificial intelligence’s recent breakthroughs, has helped make Toronto a leading research location.","The Man Who Helped Turn Toronto Into a High-Tech Hotbed"
"2017-06-24T09:00:30+0000","1498294830000","Bananas can’t get cold. Milk mustn’t tip. Online food delivery still trips up companies. A day on the truck shows why.","A Street Fight Among Grocers to Deliver Your Milk, Eggs, Bananas"
"2017-06-26T00:26:44+0000","1498436804000","The frustrations of the advertising world, namely brand safety, dominated the sun-drenched discussions at the lavish Cannes Lions industry gathering.","In Advertising Paradise, Reality Is Just a Conversation Away"
"2017-06-26T16:12:28+0000","1498493548000","The hefty penalty is likely to be quickly overshadowed by a more complex problem: How should Google comply with the decision to rein in its power?","Google Said to Face $1.2 Billion Antitrust Fine, but Battle With Europe Looms"
"2017-06-27T16:50:05+0000","1498582205000","Apple’s AirDrop feature is a convenient way to share files directly between iOS gadgets, but make sure you know who wants to connect with you.","Keeping Your iPhone Out of the Drop Zone"
"2017-06-27T00:39:31+0000","1498523971000","The auto camera firm, blending Apple’s passion for design with a more open culture, died from a classic business problem: Its product cost too much.","Pearl Automation, Founded by Apple Veterans, Shuts Down"
"2017-06-27T17:16:24+0000","1498583784000","By slapping Google with a record fine, the European Union sent a billion-dollar signal to American tech companies.","Daily Report: New Chapter in Europe vs. American Tech Behemoths"
"2017-06-27T14:31:55+0000","1498573915000","Tim Westergren, a co-founder of the internet radio pioneer, is leaving as the struggling company as it accepts a $480 million investment from Sirius XM.","Turmoil Continues at Pandora Media as Its Chief Executive Resigns"
"2017-06-27T09:52:59+0000","1498557179000","The search giant must change how it provides some of its services to comply with the competition decision in Europe.","Google Fined Record $2.7 Billion in E.U. Antitrust Ruling"
"2017-06-28T09:00:31+0000","1498640431000","Amazon’s new Echo Show smart speaker, which comes with a touch screen, represents the model for a new kind of communal, household computer.","Amazon’s Vision of Computing’s Future: An Information Appliance"
"2017-06-29T13:30:17+0000","1498743017000","President Trump has taken credit for a surging market this year. But tech stocks, the Fed and the president himself could change that picture.","Tech, Fed, Trump: So Many Reasons to Worry About the Market"
"2017-07-01T13:00:04+0000","1498914004000","Two Times reporters discuss the Jay-Z album debut on Tidal, and the bad behavior that runs rampant in the venture capital industry.","Mike’s and Kevin’s Week in Tech: Streaming Music and Harassment in Venture Capital"
"2017-07-04T09:00:25+0000","1499158825000","Apple Park, headquarters for 12,000 people, has brought tourists, businesses and higher real estate prices to the surrounding area.","Apple Disrupts Silicon Valley With Another Eye-Catcher: Its New Home"
"2017-07-04T15:41:36+0000","1499182896000","Several apps can help you and your friends share your location information with each other, no matter which mobile platforms you use.","Finding All Your Friends on the Map"
"2017-07-04T08:13:19+0000","1499155999000","An advocate general’s recommendation to Europe’s highest court said that France could prohibit certain types of transport services it deemed illegal.","Uber Is Dealt a Fresh Blow in European Legal Case"
"2017-07-05T21:53:22+0000","1499291602000","The explosion in index-tracking E.T.F.s and soaring tech stocks have put traditional mutual fund managers like those at Parnassus Investments on the defensive.","Tech Stocks Boom, but Some Stock Pickers Are Wary"
"2017-07-07T07:21:17+0000","1499412077000","Steve Jobs said the bound book was probably headed for history’s attic. Not so fast.","The Phone Is Smart, but Where’s the Big Idea?"
"2017-07-07T15:57:11+0000","1499443031000","If you don’t want to risk losing a notebook full of passwords when traveling, pack a secure password manager app on your phone or laptop instead.","Taking Your Passwords With You Anywhere"
"2017-07-09T20:23:09+0000","1499631789000","A group of news organizations plans to ask Congress for the right to negotiate with the online giants, which are gaining greater shares of digital advertising and distribution.","News Outlets to Seek Bargaining Rights Against Google and Facebook"
"2017-07-12T10:11:09+0000","1499854269000","The law requires companies to store Chinese users’ information in China, and Apple’s move suggests other foreign technology companies may have to do the same.","Apple Opening Data Center in China to Comply With Cybersecurity Law"
"2017-07-12T19:31:33+0000","1499887893000","The case focused on Google’s use of a subsidiary in Ireland. A court in Paris said the technology giant was not liable for the back taxes.","Google Wins Tax Case in France, Avoiding $1.3 Billion Bill"
"2017-07-13T16:24:29+0000","1499963069000","The next version of Apple’s operating system will be the last one to fully support 32-bit applications, but you can check now to see what needs upgrading.","How to Find Out Which Mac Software Needs Updating"
"2017-07-13T17:42:51+0000","1499967771000","A polished crossover that pampers the family, does the chores, doesn’t drink to excess and looks good.","Video Review: With Tough Competition, Chevrolet Equinox Holds Its Own"
"2017-07-17T18:53:36+0000","1500317616000","Your desktop operating system includes a wide variety of typefaces to use in documents and other design projects, but you can always add more.","Adding New Fonts to the Computer"
"2017-07-18T14:14:46+0000","1500387286000","The tech company’s new data center, which is now a regulatory requirement, will give Beijing access to troves of personal and industry secrets.","Apple’s Dangerous Market Grab in China"
"2017-07-18T01:19:18+0000","1500340758000","Have you felt left out of the emoji world? That might change as Apple prepares to roll out new symbols. There’s even one for vomit.","Meet Apple’s New Emojis: Zombies, Hijabs and Sandwiches Included"
"2017-07-18T12:26:29+0000","1500380789000","Facebook’s last major consumer product in China was partly blocked as Beijing increases its grip on the internet.","China Disrupts WhatsApp Service in Online Clampdown"
"2017-07-19T05:38:35+0000","1500442715000","Apple has established a position overseeing operations in China in a bid to restore sales momentum and navigate new regulations in the country.","Apple Names New China Head as Sales Fall"
"2017-07-19T15:20:30+0000","1500477630000","Online app stores can be a safer and more convenient way to add programs to your computer and devices, but you may not find everything you want.","Shopping for New Software"
"2017-07-20T10:00:24+0000","1500544824000","TripAdvisor has added search features and refreshed its app. We tried it out before, during and after a trip to see if the changes benefit travelers.","How to Plan a Trip With the New TripAdvisor"
"2017-07-21T15:22:02+0000","1500650522000","If you have decided to switch from PC to Mac (or vice versa), Apple, Microsoft and other software makers can make the transfer process easier than you might think.","Preparing for the Jump to a New Operating System"
"2017-07-21T15:00:04+0000","1500649204000","The ride-hailing company is opening a research center in Palo Alto, Calif., and plans to collaborate with automakers and tech companies.","Lyft to Develop Self-Driving Car Technology in New Silicon Valley Facility"
"2017-07-21T19:14:44+0000","1500664484000","Some say any peep from a companion watching the hit HBO show would ruin everything. Others are more accommodating. And some just have to talk.","How Quiet Should You Be During ‘Game of Thrones’? Fans Disagree"
"2017-07-21T13:32:33+0000","1500643953000","As Arianna Huffington showed at Uber, more need to speak up to change a sexist culture, like the one in the Oval Office now.","Silence Equals Complicity in Workplace Sexism"
"2017-07-22T09:00:16+0000","1500714016000","The recent struggles of Apple, LinkedIn and Facebook show why the number of tech companies willing to have a try in China is dwindling.","Silicon Valley Giants Confront New Walls in China"
"2017-07-22T10:00:28+0000","1500717628000","Bozoma Saint John, the marketing star who’s worked with Beyoncé, Apple and more, brings humanism, Instagram savvy and Chanel to the beleaguered brand.","Is This the Woman Who Will Save Uber?"
"2017-07-22T10:00:29+0000","1500717629000","The city is newly stylish, with hyped restaurants and an Ace hotel, thanks to a steady flow of Carnegie Mellon grads who decided to stay.","Pittsburgh Gets a Tech Makeover"
"2017-07-26T09:00:21+0000","1501059621000","For years, Apple was the innovative leader in personal computers. Not anymore.","How Microsoft Has Become the Surprise Innovator in PCs"
"2017-07-26T08:00:52+0000","1501056052000","The American tech behemoth may be seeking to tailor its widely used voice recognition system to an Australian audience.","Want a Job, Mate? Amazon Is Hiring Aussie Speakers"
"2017-07-28T20:06:11+0000","1501272371000","The company already has one of the most spectacular records in stock market history, enriching investors and making its founder a wealthy man.","The Mind-Boggling Ascent of Amazon and Jeff Bezos"
"2017-07-29T10:39:33+0000","1501324773000","The world’s most valuable company appears to have pulled down the apps amid China’s deepening crackdown on tools that evade internet controls.","Apple Removes Apps From China Store That Help Internet Users Evade Censorship"
"2017-07-29T13:00:04+0000","1501333204000","In this week’s tech newsletter, Farhad and Mike discuss Uber’s C.E.O. search and their love of C-Span.","Farhad’s and Mike’s Week in Tech: The End of the iPod, Plus Uber News"
"2017-07-30T18:23:44+0000","1501439024000","The world’s most valuable company appears to have pulled down the apps amid China’s deepening crackdown on tools that evade internet controls.","Apple Removes Apps From China Store That Help Internet Users Evade Censorship"
"2017-07-31T22:12:20+0000","1501539140000","Apple’s decision this weekend to give in to China’s demand to remove unregistered VPN apps is a blow for the liberties of its customers.","Apple’s Silence in China Sets a Dangerous Precedent"
"2017-07-31T14:18:25+0000","1501510705000","Like other podcast-catching software, Apple’s app includes controls for keeping or automatically deleting episodes you have already heard.","Stopping Old Podcast Episodes From Self-Destructing"
"2017-08-01T21:10:45+0000","1501621845000","The technology company said revenue rose 7 percent in the quarter that ended July 1 as Timothy D. Cook defended the company’s actions in China.","Apple Sales Exceed Expectations as Buyers Wait for New iPhones"
"2017-08-01T11:04:34+0000","1501585474000","The American company’s local partner tells customers not to offer ways to dodge China’s internet filters, as a new cybersecurity law takes effect.","Joining Apple, Amazon’s China Cloud Service Bows to Censors"
"2017-08-03T01:03:28+0000","1501722208000","The company, whose stock hit a record Wednesday, is leaning on the 1.2 billion iPhones it has sold to push other products and services.","Why Apple Is Experiencing Another Growth Spurt"
"2017-08-03T20:42:13+0000","1501792933000","Netflix’s “Wet Hot American Summer: Ten Years Later” and Amazon’s “Comrade Detective” bear unusual ideas for spoofing the past, but the execution is lacking.","Nostalgia Goes Niche in ‘Wet Hot American Summer’ and ‘Comrade Detective’"
"2017-08-04T17:57:33+0000","1501869453000","Surkus lets buzz seekers hire aspiring models and other attractive people to attend their promotional events.","Need Models for Your Party? There’s an App for That"
"2017-08-05T01:00:31+0000","1501894831000","Qualcomm is providing the money, expertise and engineering to help drive Beijing’s master plan to create its own technology superpowers.","How This U.S. Tech Giant Is Backing China’s Tech Ambitions"
"2017-08-08T23:37:05+0000","1502235425000","After Google fired an engineer who wrote an anti-diversity manifesto, the tech industry is under the microscope for penalizing dissenting opinions.","The Culture Wars Have Come to Silicon Valley"
"2017-08-08T20:18:10+0000","1502223490000","By accelerating its plans for direct-to-consumer streaming services, Disney hopes to address Wall Street concerns about growth.","How Disney Wants to Take On Netflix With Its Own Streaming Services"
"2017-08-08T17:59:18+0000","1502215158000","In recent years, the writer has amassed a new audience — a younger, mostly female group.","How Rebecca Solnit Became the Voice of the Resistance"
"2017-08-09T09:13:41+0000","1502270021000","The common ground between men and women is eroding, and not just in Silicon Valley.","Google’s War Over the Sexes"
"2017-08-10T14:57:53+0000","1502377073000","A complaint from developers about restrictive rules is the latest challenge for Apple in one of its most important foreign markets.","China Casts a Wary Eye at an iPhone Cash Cow, the App Store"
"2017-08-10T17:48:38+0000","1502387318000","The streaming service has extensive film and TV series offerings from India’s movie industry, but it’s not one-stop shopping.","Wade Into the Deep Bollywood Pool With Amazon’s Heera"
"2017-08-11T11:00:15+0000","1502449215000","The chief executive of a cybersecurity firm says that adding more employees too quickly can erode the foundations of company culture.","Matthew Prince of Cloudflare on the Dangers of Fast Growth"
"2017-08-11T20:54:01+0000","1502484841000","Silicon Valley has gone through many shoe style trends, including Crocs and Vibrams. Now it’s Allbirds, the wool shoe that techies love to wear.","To Fit Into Silicon Valley, Wear These Wool Shoes"
"2017-08-12T12:00:05+0000","1502539205000","In truth, interpersonal skills like collaboration, communication and empathy are vital to career success in technology.","Tech’s Damaging Myth of the Loner Genius Nerd"
"2017-08-14T05:49:29+0000","1502689769000","Her shows “Grey’s Anatomy” and “Scandal” will stay at ABC, but Ms. Rhimes has an exclusive deal to create projects for the streaming giant Netflix.","Netflix Signs Shonda Rhimes in Counterpunch to ABC and Disney"
"2017-08-14T22:13:40+0000","1502748820000","Roger Lynch, the chief of the video streaming service Sling TV, will be the new chief executive and president of the struggling internet radio giant.","Pandora, After Shake-Up, Picks New C.E.O."
"2017-08-14T18:00:24+0000","1502733624000","The chief executives of Merck, Under Armour and Intel had the courage to resign as a presidential adviser, but others have been less forceful.","Outraged in Private, Many C.E.O.s Fear the Wrath of the President"
"2017-08-16T09:00:34+0000","1502874034000","Judith Newman’s “To Siri With Love,” about life with an autistic son, is both riotous and moving.","A Family Memoir Makes the Case That Autism Is Different, Not Less"
"2017-08-19T13:00:04+0000","1503147604000","Two Times reporters discuss the latest events of the technology world, focusing this week on Apple, Uber and how tech companies took action against neo-Nazis.","Farhad’s and Mike’s Week in Tech: Apple’s Big Media Bet and More Uber Drama"
"2017-08-19T09:00:27+0000","1503133227000","C.E.O.s are speaking out on social and political issues in sometimes startling ways, recasting the role business plays in the national debate.","The Moral Voice of Corporate America"
"2017-08-21T01:14:59+0000","1503278099000","The arrival of Apple, Facebook and Google means that the hypercompetitive world of scripted TV is going to become even more ferocious.","Crowded TV Marketplace Gets Ready for Three Tech Giants"
"2017-08-21T10:02:02+0000","1503309722000","Pointed ears are not just for Spock anymore. The popularity of “Lord of the Rings” has given rise to latex prosthetics and even surgical modification.","Another Variation on the Selfie: Get Ready for the Elfie"
"2017-08-22T23:30:47+0000","1503444647000","The tech giant was going to build its own self-driving car. Now it is sticking to the underlying technology and testing it in an employee shuttle service.","Apple Scales Back Its Ambitions for a Self-Driving Car"
"2017-08-23T13:33:47+0000","1503495227000","With the introduction of new iPhones on the horizon, a look at many of the reasons that Apple’s smartphone has kept us in its grip for the last decade.","Dear iPhone: Here’s Why We’re Still Together After 10 Years"
"2017-08-24T23:10:22+0000","1503616222000","The American technology company has no official presence in Iran, but millions of Iranian iPhone users have relied on local apps that are now blocked.","Apple, Citing U.S. Sanctions, Removes Popular Apps in Iran"
"2017-08-24T17:53:45+0000","1503597225000","The Japanese conglomerate continues a run of making outsize bets on an array of start-up companies.","SoftBank and Fund to Invest $4.4 Billion in WeWork"
"2017-08-24T14:19:01+0000","1503584341000","With the disruption of cable and broadcast distribution, the company is betting that a direct-to-consumer model will be a new path to revenue growth.","Disney, Ditching Netflix, Grabs a New Key to the Kingdom"
"2017-08-25T19:11:23+0000","1503688283000","The streaming music service renegotiated the licensing deals with all three major musical labels, but concerns about its future profitability persist.","Spotify’s Ability to Turn a Decent Profit Is Still in Doubt"
"2017-08-25T13:00:03+0000","1503666003000","Two New York Times reporters discuss the week’s biggest events in Silicon Valley and the broader technology world.","Farhad and Mike’s Week in Review: Apple’s Self-Driving Shift"
"2017-08-25T06:33:31+0000","1503642811000","A court’s conviction of Lee Jae-yong, heir to the Samsung fortune, suggests the country will no longer trade political impunity for economic growth.","Samsung Verdict Sends a Tough New Message to South Korea Inc."
"2017-08-28T23:28:22+0000","1503962902000","Don’t expect him to become a politician, but the Apple C.E.O. sees gaps in governmental social policies that he believes companies like his are obliged to help fill.","Apple’s Tim Cook Barnstorms for ‘Moral Responsibility’"
"2017-08-29T15:30:37+0000","1504020637000","Nearly 20 years after it changed the way we make restaurant reservations, the company and the new sector it created are still struggling.","OpenTable Began a Revolution. Now It’s a Power Under Siege."
"2017-08-30T22:57:42+0000","1504133862000","If you want to avoid overly checking your messages while on vacation, send your important correspondents to their own special mailbox and add alerts.","Setting Up Your Own Email V.I.P. List"
"2017-08-30T09:00:20+0000","1504083620000","The chief brand officer of the ride-share company on diversity statistics and trusting brands.","Bozoma Saint John Wants to Humanize Uber"
"2017-08-30T19:29:55+0000","1504121395000","The devices are poised to get smarter as advances are made in scanning 3-D objects like your face.","The Smartphone’s Future: It’s All About the Camera"
"2017-08-30T07:00:21+0000","1504076421000","In an unusual partnership, Amazon and Microsoft are working together to extend the abilities of their voice-controlled digital assistants.","‘Cortana, Open Alexa,’ Amazon Says. And Microsoft Agrees."
"2017-08-31T09:57:58+0000","1504173478000","Uber’s new chief executive, Dara Khosrowshahi, said that an initial public offering wouldn’t come until 2019 at the earliest.","Morning Agenda: An Uber I.P.O.? It’ll Be Awhile."
"2017-09-01T13:00:23+0000","1504270823000","Whether jumping from Android to iOS or vice versa, Apple and Google have tried to ease the process for their newcomers.","Switching Between Apple’s iOS and Google’s Android"
"2017-09-01T13:00:25+0000","1504270825000","Two tech reporters analyze the week’s big tech news, including Uber’s surprising new C.E.O. and how Amazon might change Whole Foods.","Farhad’s and Nick’s Week in Review: Uber’s New Boss and Amazon’s New Supermarket"
"2017-09-02T09:01:03+0000","1504342863000","As teachers launch personal brands and cast themselves as influencers, start-ups and tech giants alike are racing to cultivate them to spread their wares.","Silicon Valley Courts Brand-Name Teachers, Raising Ethics Issues"
"2017-09-02T21:49:22+0000","1504388962000","A food historian says everyday, forgettable meals are where the real stories are.","Instagram Your Leftovers: History Depends on It"
"2017-09-03T09:00:07+0000","1504429207000","Focusing on core competence and outsourcing the rest has made U.S. companies lean, nimble and productive. It has also left lots of people worse off.","To Understand Rising Inequality, Consider the Janitors at Two Top Companies, Then and Now"
"2017-09-03T15:20:31+0000","1504452031000","While covering Silicon Valley’s influence on schools, Natasha Singer, who comes from a long line of teachers, found that students had mixed feelings about classroom technology.","In Her Family’s Footsteps, a Reporter Takes to the Classroom"
"2017-09-05T20:18:26+0000","1504642706000","When confronted by Major League Baseball, the Red Sox admitted they were using Apple Watches in a scheme to gain an edge at the plate.","Boston Red Sox Used Apple Watches to Steal Signs Against Yankees"
"2017-09-06T22:25:32+0000","1504736732000","The Apple Watch, which is bound for an update Sept. 12, has been called the “new easiest way to cheat” on exams.","Red Sox Cheating Scandal Highlights Apple Watch’s Illicit Uses"
"2017-09-06T08:16:17+0000","1504685777000","The Court of Justice of the European Union is sending the case back to a lower court, a decision that bodes well for technology companies facing competition inquiries.","Intel’s $1.3 Billion Fine in Europe Requires Review, Court Says"
"2017-09-07T11:21:53+0000","1504783313000","The online retail giant said it is seeking a location in North America for a new complex that would cost as much as $5 billion to build and operate.","Amazon Plans Second Headquarters, Opening a Bidding War Among Cities"
